MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
60,RL,10237,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,No,Unf,0,Unf,0,783,783,GasA,5,Y,SBrkr,783,701,0,1484,0,0,2,1,3,1,4,8,Typ,1,4,Attchd,Fin,2,393,3,3,Y,0,72,0,0,0,0,0,7,2007,New,Partial,178900
20,RL,14145,Pave,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,4,3,CBlock,4,3,Mn,ALQ,213,Unf,0,995,1208,GasA,5,Y,SBrkr,1621,0,0,1621,1,0,2,0,3,1,4,8,Typ,0,0,Attchd,RFn,2,440,3,3,Y,108,45,0,0,0,0,400,5,2006,WD,Normal,202500
70,C (all),8500,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,None,3,2,BrkTil,3,3,No,Unf,0,Unf,0,649,649,GasA,3,N,SBrkr,649,668,0,1317,0,0,1,0,3,1,3,6,Typ,0,0,Detchd,Unf,1,250,3,2,N,0,54,172,0,0,0,0,7,2008,WD,Normal,40000
90,RL,10125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1.5Fin,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,3,3,CBlock,0,0,NA,NA,0,NA,0,0,0,GasA,3,Y,SBrkr,1302,432,0,1734,0,0,2,0,4,2,4,8,Typ,0,0,Attchd,Unf,2,539,3,3,Y,0,0,0,0,0,0,0,8,2009,COD,Normal,126000
20,RL,9320,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,None,3,3,CBlock,3,3,No,ALQ,569,Unf,0,381,950,GasA,2,Y,SBrkr,1225,0,0,1225,1,0,1,1,3,1,3,6,Typ,0,0,NA,NA,0,0,0,0,Y,352,0,0,0,0,0,400,1,2010,WD,Normal,128950
20,RL,11341,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1957,1996,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,3,3,CBlock,4,3,No,ALQ,1302,Unf,0,90,1392,GasA,3,Y,SBrkr,1392,0,0,1392,1,0,1,1,3,1,3,5,Mod,1,4,Detchd,Unf,2,528,3,3,Y,0,0,0,0,95,0,0,5,2010,WD,Normal,121500
60,RL,9313,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,No,Unf,0,Unf,0,864,864,GasA,5,Y,SBrkr,864,864,0,1728,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,RFn,2,572,3,3,Y,187,56,0,0,0,0,0,4,2009,WD,Normal,190000
20,RL,8973,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1991,Gable,CompShg,Plywood,Plywood,BrkFace,3,3,CBlock,3,3,No,Rec,567,BLQ,28,413,1008,GasA,3,Y,FuseA,1053,0,0,1053,0,1,1,1,3,1,5,6,Typ,0,0,2Types,RFn,2,750,3,3,Y,0,80,0,180,0,0,0,7,2006,WD,Abnorml,150000
60,RL,8461,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,No,Unf,0,Unf,0,728,728,GasA,5,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,4,8,Typ,1,4,Attchd,Fin,2,390,3,3,Y,0,24,0,0,0,0,0,7,2006,New,Partial,163990
30,RM,8263,Pave,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,1950,Gable,CompShg,BrkFace,BrkFace,None,3,3,BrkTil,3,3,No,Unf,0,Unf,0,1012,1012,GasA,3,Y,FuseA,1012,0,0,1012,0,0,1,0,2,1,3,6,Typ,1,4,Detchd,Unf,1,308,3,3,Y,0,22,112,0,0,0,0,5,2007,WD,Normal,118400
60,RL,8760,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,4,Mn,GLQ,464,Unf,0,927,1391,GasA,5,Y,SBrkr,1391,571,0,1962,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,RFn,3,868,3,3,Y,0,90,0,0,0,0,0,8,2006,New,Partial,239799
20,RL,10335,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,1993,Gable,CompShg,Plywood,Plywood,None,3,3,CBlock,3,3,No,Rec,570,Unf,0,891,1461,GasA,4,Y,SBrkr,1721,0,0,1721,0,0,2,1,3,1,3,7,Min1,1,3,Attchd,RFn,2,440,3,3,Y,0,96,180,0,0,0,0,7,2006,WD,Normal,180000
20,RL,17217,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,4,3,No,Unf,0,Unf,0,1140,1140,GasA,5,Y,SBrkr,1140,0,0,1140,0,0,1,0,3,1,3,6,Typ,0,0,NA,NA,0,0,0,0,Y,36,56,0,0,0,0,0,7,2006,WD,Abnorml,84500
60,RL,9750,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,4,3,Av,GLQ,975,Unf,0,133,1108,GasA,5,Y,SBrkr,1108,989,0,2097,1,0,2,1,3,1,4,8,Typ,1,3,Detchd,RFn,2,583,3,3,Y,253,170,0,0,0,0,0,6,2006,WD,Normal,274300
50,RL,6342,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,1875,1996,Gable,CompShg,VinylSd,VinylSd,None,3,4,CBlock,3,3,No,Unf,0,Unf,0,780,780,GasA,4,N,SBrkr,780,240,0,1020,0,0,1,0,2,1,3,6,Typ,0,0,NA,NA,0,0,0,0,N,0,0,176,0,0,0,0,5,2010,WD,Normal,94000
60,RL,11924,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,WdShing,Wd Shng,Stone,5,3,PConc,5,3,No,GLQ,998,Unf,0,177,1175,GasA,5,Y,SBrkr,1182,1142,0,2324,1,0,3,0,4,1,5,11,Typ,2,4,BuiltIn,Fin,3,736,3,3,Y,147,21,0,0,0,0,0,7,2006,New,Partial,345000
20,RL,11160,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,4,3,CBlock,3,3,No,ALQ,1065,Unf,0,1045,2110,GasA,5,Y,SBrkr,2110,0,0,2110,1,0,2,1,3,1,5,8,Typ,2,3,Attchd,Fin,2,522,3,3,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,244000
50,RM,4400,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1920,1950,Gable,CompShg,Stucco,Stucco,None,3,3,BrkTil,2,3,No,Unf,0,Unf,0,648,648,GasA,3,Y,FuseA,734,384,0,1118,0,0,1,0,2,1,3,6,Typ,0,0,Detchd,Unf,2,440,3,3,Y,0,0,0,0,0,0,0,10,2006,WD,Normal,116000
50,RL,11767,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,4,7,1910,2000,Gable,CompShg,MetalSd,HdBoard,None,3,3,CBlock,2,3,No,Unf,0,Unf,0,560,560,GasA,4,N,SBrkr,796,550,0,1346,0,0,1,1,2,1,3,6,Min2,0,0,Detchd,Unf,1,384,2,3,Y,168,24,0,0,0,0,0,5,2007,WD,Normal,112000
20,RL,11040,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,4,CBlock,3,3,No,ALQ,656,Unf,0,602,1258,GasA,5,Y,SBrkr,1258,0,0,1258,0,1,2,0,3,1,4,5,Typ,0,0,Attchd,RFn,2,528,3,3,Y,55,0,0,216,0,0,0,10,2008,COD,Abnorml,145000
20,RL,9800,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,3,3,No,ALQ,894,Unf,0,0,894,GasA,3,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,3,5,Typ,0,0,Attchd,Unf,2,552,3,3,Y,256,0,0,0,0,0,0,7,2006,WD,Abnorml,149900
20,RL,53227,Pave,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,1Story,4,6,1954,1994,Flat,Tar&Grv,Plywood,Plywood,None,3,3,CBlock,4,3,Gd,BLQ,1116,Unf,0,248,1364,GasA,5,Y,SBrkr,1663,0,0,1663,1,0,1,0,2,1,4,6,Min1,2,4,Attchd,Fin,2,529,3,3,Y,224,137,0,0,0,0,0,3,2008,WD,Normal,256000
60,RL,17104,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,4,Av,GLQ,554,Unf,0,100,654,GasA,5,Y,SBrkr,664,832,0,1496,1,0,2,1,3,1,4,7,Typ,1,4,Attchd,RFn,2,426,3,3,Y,100,24,0,0,0,0,0,9,2006,New,Partial,179665
120,RL,6792,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,4,3,PConc,4,3,No,Unf,0,Unf,0,1368,1368,GasA,5,Y,SBrkr,1368,0,0,1368,0,0,2,0,2,1,4,6,Typ,1,4,Attchd,RFn,2,474,3,3,Y,132,35,0,0,0,0,0,3,2006,New,Partial,202665
20,RL,9717,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1950,1996,Hip,CompShg,MetalSd,MetalSd,None,3,3,CBlock,3,3,Mn,GLQ,49,Rec,1029,0,1078,GasA,4,Y,FuseA,1078,0,0,1078,1,0,1,0,2,1,4,5,Typ,0,0,Attchd,Unf,1,240,3,3,Y,366,0,112,0,0,0,0,4,2010,WD,Normal,142125
20,RL,6762,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,No,GLQ,664,Unf,0,544,1208,GasA,5,Y,SBrkr,1208,0,0,1208,1,0,2,0,2,1,4,6,Typ,0,0,Attchd,RFn,2,628,3,3,Y,105,54,0,0,0,0,0,9,2007,New,Partial,195400
60,RL,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,3,3,PConc,4,3,No,GLQ,194,Unf,0,638,832,GasA,3,Y,SBrkr,832,832,0,1664,0,0,2,1,4,1,3,8,Typ,1,3,Attchd,RFn,2,528,3,3,Y,0,28,0,0,259,0,0,3,2006,WD,Normal,162900
60,RL,11207,Pave,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,4,3,Av,GLQ,714,Unf,0,88,802,GasA,4,Y,SBrkr,802,709,0,1511,1,0,2,1,3,1,3,8,Typ,1,3,Attchd,Fin,2,413,3,3,Y,95,75,0,0,0,0,0,6,2006,WD,Normal,185000
60,RL,9042,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,4,3,Gd,GLQ,828,Unf,0,115,943,GasA,4,Y,SBrkr,943,695,0,1638,1,0,2,1,3,1,3,7,Typ,2,3,Attchd,Fin,2,472,3,3,Y,100,38,0,0,0,0,0,7,2008,WD,Normal,192000
20,RL,9790,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,3,3,CBlock,3,3,No,ALQ,569,Rec,81,678,1328,GasA,3,Y,SBrkr,1328,0,0,1328,1,0,1,1,3,1,3,6,Typ,2,4,Attchd,Unf,2,528,3,3,Y,0,26,0,0,0,0,0,6,2010,WD,Normal,143000
60,RL,11404,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,Av,ALQ,252,Unf,0,901,1153,GasA,5,Y,SBrkr,1153,878,0,2031,0,0,2,1,3,1,4,8,Typ,1,3,Attchd,Fin,2,541,3,3,Y,192,84,0,0,0,0,0,7,2008,WD,Normal,222500
20,RL,6853,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,5,3,No,GLQ,1005,Unf,0,262,1267,GasA,5,Y,SBrkr,1296,0,0,1296,1,0,2,0,2,1,4,6,Typ,0,0,Attchd,Fin,2,471,3,3,Y,192,25,0,0,0,0,0,6,2009,WD,Normal,220000
80,RL,11777,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,3,CBlock,3,3,Av,LwQ,328,ALQ,551,285,1164,GasA,5,Y,SBrkr,1320,0,0,1320,1,0,1,0,3,1,3,6,Typ,2,2,Attchd,RFn,2,564,3,3,Y,160,68,240,0,0,0,0,5,2006,WD,Abnorml,164500
20,RL,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,9,1962,2005,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,4,4,CBlock,3,3,No,Unf,0,Unf,0,1319,1319,GasA,3,Y,SBrkr,1537,0,0,1537,1,0,1,1,3,1,4,7,Typ,1,4,Attchd,RFn,2,462,3,3,Y,0,36,0,0,0,0,0,7,2008,COD,Abnorml,174000
60,RL,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,6,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,No,GLQ,643,Unf,0,167,810,GasA,5,Y,SBrkr,810,855,0,1665,1,0,2,1,3,1,4,6,Typ,0,0,Attchd,Fin,2,528,3,3,Y,0,45,0,0,0,0,0,11,2009,WD,Normal,227000
20,RL,115149,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,5,1971,2002,Gable,CompShg,Plywood,Plywood,Stone,3,3,CBlock,4,3,Gd,GLQ,1219,Unf,0,424,1643,GasA,3,Y,SBrkr,1824,0,0,1824,1,0,2,0,2,1,4,5,Typ,2,3,Attchd,Unf,2,739,3,3,Y,380,48,0,0,0,0,0,6,2007,WD,Normal,302000
20,RL,13472,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,5,3,PConc,5,3,Gd,GLQ,56,Unf,0,2336,2392,GasA,5,Y,SBrkr,2392,0,0,2392,0,0,2,0,3,1,5,8,Typ,1,5,Attchd,Fin,3,968,3,3,Y,248,105,0,0,0,0,0,6,2009,WD,Normal,386250
20,RL,10000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,4,3,PConc,4,4,Av,Unf,0,Unf,0,1588,1588,GasA,5,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,4,7,Typ,1,4,Attchd,RFn,3,825,3,3,Y,144,45,0,0,0,0,0,12,2007,WD,Normal,227000
20,RL,11200,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1985,1985,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,4,3,CBlock,4,3,No,GLQ,1258,Unf,0,40,1298,GasA,3,Y,SBrkr,1298,0,0,1298,1,0,2,0,3,1,4,5,Typ,1,3,Attchd,Unf,2,403,3,3,Y,165,26,0,0,0,0,0,5,2006,WD,Normal,180000
50,RL,17503,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,3,3,CBlock,3,3,No,Unf,0,Unf,0,912,912,GasA,3,Y,SBrkr,912,546,0,1458,0,1,1,0,3,1,3,6,Typ,1,4,Attchd,Unf,1,330,3,3,Y,192,0,0,0,0,0,0,1,2010,WD,Abnorml,97500
20,RL,31770,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,BrkFace,Plywood,Stone,3,3,CBlock,3,4,Gd,BLQ,639,Unf,0,441,1080,GasA,2,Y,SBrkr,1656,0,0,1656,1,0,1,0,3,1,3,7,Typ,2,4,Attchd,Fin,2,528,3,3,P,210,62,0,0,0,0,0,5,2010,WD,Normal,215000
20,RL,7150,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,3,CBlock,3,3,No,BLQ,432,Unf,0,460,892,GasA,3,Y,SBrkr,892,0,0,892,0,0,1,0,3,1,3,5,Typ,0,0,Attchd,RFn,1,288,3,3,Y,0,0,0,0,0,0,0,7,2009,WD,Normal,100000
20,RL,10011,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,3,CBlock,3,3,No,BLQ,360,Unf,0,710,1070,GasA,3,Y,SBrkr,1236,0,0,1236,0,1,1,0,2,1,4,6,Min1,1,2,Attchd,Unf,1,447,3,3,Y,0,0,0,0,0,0,0,5,2006,WD,Normal,134450
60,RL,14215,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,5,3,Av,Unf,0,Unf,0,1158,1158,GasA,5,Y,SBrkr,1158,1218,0,2376,0,0,3,1,4,1,4,9,Typ,1,4,BuiltIn,RFn,3,853,3,3,Y,240,154,0,0,0,0,0,11,2006,New,Partial,325300
20,RL,10530,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,Plywood,Plywood,None,3,3,CBlock,3,3,No,ALQ,282,LwQ,35,664,981,GasA,3,Y,SBrkr,981,0,0,981,1,0,1,1,3,1,3,5,Typ,0,0,Detchd,Unf,2,576,3,3,Y,0,312,40,0,0,0,0,3,2007,WD,Normal,143250
80,RL,9880,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,3,3,CBlock,3,3,Av,ALQ,522,Unf,0,574,1096,GasA,3,Y,SBrkr,1118,0,0,1118,1,0,1,0,3,1,3,6,Typ,1,1,Attchd,Fin,1,358,3,3,Y,203,0,0,0,0,576,0,7,2008,WD,Normal,171000
20,RL,14778,Pave,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,4,3,CBlock,3,3,No,BLQ,728,Unf,0,568,1296,GasA,5,Y,SBrkr,1640,0,0,1640,1,0,1,0,3,1,4,7,Typ,1,4,Detchd,Unf,2,924,3,3,Y,108,0,0,216,0,0,0,11,2008,WD,Normal,224000
80,RL,8163,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,6,1959,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,4,CBlock,3,3,Av,ALQ,748,BLQ,294,102,1144,GasA,3,Y,SBrkr,1144,0,0,1144,1,0,1,0,3,1,3,6,Typ,1,3,Attchd,RFn,1,796,3,3,Y,86,0,0,0,0,0,0,3,2006,WD,Normal,143000
60,RL,8935,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,No,Unf,0,Unf,0,831,831,GasA,5,Y,SBrkr,831,829,0,1660,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,RFn,2,493,3,3,Y,144,68,0,0,0,0,0,7,2009,WD,Normal,195000
85,RL,7244,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,1970,1970,Gable,CompShg,VinylSd,VinylSd,None,3,4,CBlock,4,3,Av,ALQ,619,Unf,0,149,768,GasA,5,Y,SBrkr,768,0,0,768,1,0,1,0,2,1,3,5,Typ,0,0,Detchd,Unf,2,624,3,3,Y,104,0,0,0,0,0,0,4,2007,WD,Normal,129500
60,RL,18800,Pave,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,3,PConc,4,3,Mn,GLQ,712,Unf,0,84,796,GasA,3,Y,SBrkr,790,784,0,1574,1,0,2,1,3,1,3,6,Typ,1,3,Attchd,Fin,2,566,3,3,Y,306,111,0,0,0,0,0,7,2006,WD,Normal,190000
80,RL,9020,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,3,CBlock,3,3,Gd,Rec,312,ALQ,539,276,1127,GasA,3,Y,SBrkr,1165,0,0,1165,1,0,1,1,3,1,3,6,Typ,0,0,Attchd,RFn,2,490,4,4,Y,0,129,0,0,0,0,0,5,2008,WD,Normal,174900
20,RL,20896,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,5,3,Mn,GLQ,1721,Unf,0,356,2077,GasA,5,Y,SBrkr,2097,0,0,2097,1,0,1,1,1,1,5,8,Typ,1,5,Attchd,Fin,3,1134,3,3,Y,192,267,0,0,0,0,0,1,2006,New,Partial,423000
20,RL,11443,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,5,3,Gd,GLQ,1460,Unf,0,408,1868,GasA,5,Y,SBrkr,2028,0,0,2028,1,0,2,0,2,1,4,7,Typ,2,4,Attchd,RFn,3,880,3,3,Y,326,66,0,0,0,0,0,3,2006,New,Partial,369900
160,FV,2645,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,4,3,PConc,4,3,No,GLQ,649,Unf,0,321,970,GasA,5,Y,SBrkr,983,756,0,1739,1,0,2,1,3,1,4,7,Typ,0,0,Attchd,Fin,2,480,3,3,Y,115,0,0,0,0,0,0,8,2009,WD,Abnorml,172500
60,RL,16545,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,Mn,GLQ,781,Unf,0,503,1284,GasA,5,Y,SBrkr,1310,1140,0,2450,1,0,2,1,3,1,4,7,Typ,1,3,Attchd,Fin,3,1069,3,3,Y,0,126,0,0,0,0,0,5,2009,WD,Normal,340000
20,RL,13891,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,4,3,PConc,5,3,Gd,GLQ,1400,Unf,0,310,1710,GasA,5,Y,SBrkr,1710,0,0,1710,1,0,2,0,2,1,4,6,Typ,1,4,Attchd,RFn,3,866,3,3,Y,0,102,0,0,0,0,0,1,2008,New,Partial,372402
60,RL,11952,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,6,1977,1977,Mansard,WdShake,WdShing,Plywood,None,3,3,CBlock,4,3,No,Unf,0,Unf,0,808,808,GasA,3,Y,SBrkr,1161,808,0,1969,0,0,2,1,3,1,3,8,Typ,1,4,Attchd,RFn,2,534,3,3,Y,0,0,0,0,276,0,0,11,2007,WD,Normal,190000
160,FV,2651,Pave,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,None,4,3,PConc,4,3,No,GLQ,641,Unf,0,32,673,GasA,5,Y,SBrkr,673,709,0,1382,1,0,2,1,3,1,4,6,Typ,0,0,Detchd,Unf,2,490,3,3,Y,153,50,0,0,0,0,0,4,2006,WD,Normal,165000
45,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1949,2003,Gable,CompShg,MetalSd,MetalSd,None,3,3,CBlock,3,3,No,ALQ,220,Unf,0,625,845,GasA,3,Y,SBrkr,893,0,0,893,0,1,1,0,2,1,4,4,Typ,0,0,Detchd,Unf,2,576,3,3,Y,0,0,0,0,0,0,0,5,2007,WD,Normal,135000
